"English_name","Scientific_name","X3A_CODE"
NA,"Callochromis macrops","LHP"
NA,"Caprichromis liemi","RCM"
NA,"Caquetaia kraussii","AQK"
NA,"Cardiopharynx schoutedeni","DXS"
NA,"Chaetobranchopsis australis","BJA"
NA,"Chaetobranchus flavescens","TBF"
NA,"Chalinochromis brichardi","HNH"
NA,"Champsochromis caeruleus","HSE"
NA,"Cheilochromis euchilus","HHH"
NA,"Chilochromis duponti","HCN"
NA,"Chilotilapia rhoadesii","HHO"
NA,"Chromidotilapia batesii","HRB"
"Keyhole cichlid","Cleithracara maronii","LRM"
NA,"Copadichromis azureus","OPZ"
"Lake Malawi utaka","Copadichromis virginalis","OVZ"
NA,"Copadichromis spp","DGI"
NA,"Corematodus shiranus","OSR"
"Blackspot climbing perch","Ctenopharynx intermedius","TXI"
NA,"Cunningtonia longiventralis","UGL"
"Featherfin cichlid","Cyathopharynx furcifer","YAF"
NA,"Cyclopharynx fwae","YCW"
NA,"Cyprichromis leptosoma","YPE"
NA,"Cyrtocara moorii","YTO"
NA,"Danakilia franchettii","DKF"
NA,"Dicrossus maculatus","DRM"
"Malawi eyebiter","Dimidiochromis compressiceps","DMC"
NA,"Dimidiochromis kiwinge","DGJ"
NA,"Diplotaxodon greenwoodi","DXG"
NA,"Diplotaxodon argenteus","DGR"
NA,"Diplotaxodon ecclesi","DGU"
NA,"Diplotaxodon limnothrissa","DJW"
"Mozambique tilapia","Oreochromis mossambicus","TLM"
"Nile tilapia","Oreochromis niloticus","TLN"
"Blue tilapia","Oreochromis aureus","OEA"
"Sabaki tilapia","Oreochromis spilurus","TLL"
"Longfin tilapia","Oreochromis macrochir","ORM"
"Wami tilapia","Oreochromis urolepis","ORU"
"Three spotted tilapia","Oreochromis andersonii","STA"
"Magadi tilapia","Oreochromis alcalicus","OEL"
NA,"Oreochromis amphimelas","OEM"
NA,"Oreochromis angolensis","OEG"
NA,"Oreochromis chungruruensis","OEU"
NA,"Oreochromis esculentus","OES"
NA,"Oreochromis hunteri","OEH"
NA,"Oreochromis jipe","OEJ"
"Karomo","Oreochromis karomo","OER"
NA,"Oreochromis karongae","OEO"
NA,"Oreochromis korogwe","OEW"
NA,"Oreochromis lepidurus","OEP"
NA,"Oreochromis leucostictus","OET"
NA,"Oreochromis lidole","OEI"
NA,"Oreochromis malagarasi","OCI"
"Kariba tilapia","Oreochromis mortimeri","OHO"
NA,"Oreochromis pangani","OHI"
"Black tilapia","Oreochromis placidus","OHU"
NA,"Oreochromis rukwaensis","OHW"
NA,"Oreochromis saka","OHK"
NA,"Oreochromis salinicola","OIS"
NA,"Oreochromis schwebischi","OIW"
"Tilapia shiranus","Oreochromis shiranus","OIH"
NA,"Oreochromis squamipinnis","OIQ"
NA,"Oreochromis tanganicae","OIT"
NA,"Oreochromis upembae","OIP"
NA,"Oreochromis variabilis","OEV"
"Tilapias nei","Oreochromis spp","TLP"
"Blue-Nile tilapia, hybrid","Oreochromis aureus x O. niloticus","OXW"
NA,"Oreochromis andersonii x O. niloticus","AXV"
"Mango tilapia","Sarotherodon galilaeus","SAR"
"Blackchin tilapia","Sarotherodon melanotheron","SAH"
"Green guapote","Cichlasoma beani","IHE"
"Black acara","Cichlasoma bimaculatum","IHI"
"Chameleon cichlid","Cichlasoma facetum","IHF"
NA,"Cichlasoma istlanum","IHS"
"Rio Grande cichlid","Cichlasoma cyanoguttatum","IHY"
"Jaguar guapote","Cichlasoma managuense","CHL"
"Blackbelt cichlid","Cichlasoma maculicauda","CHK"
"Mexican mojarra","Cichlasoma urophthalmus","CHH"
"Convict cichlid","Cichlasoma nigrofasciatum","IHN"
"Jack Dempsey","Cichlasoma octofasciatum","IHC"
"Guayas cichlid","Cichlasoma festae","IZL"
"Cichlasoma nei","Cichlasoma spp","CHX"
"Peacock cichlid","Cichla ocellaris","CLO"
"Speckled pavon","Cichla temensis","IHT"
NA,"Cichla monoculus","DEK"
NA,"Cichla orinocensis","DEW"
NA,"Cichla spp","IGX"
"Redbelly tilapia","Tilapia zillii","TLZ"
"Banded tilapia","Tilapia sparrmanii","TLS"
"Guinean tilapia","Tilapia guineensis","TLG"
NA,"Tilapia bakossiorum","TPB"
NA,"Tilapia baloni","TPO"
NA,"Tilapia bemini","TPI"
NA,"Tilapia bilineata","TIB"
NA,"Tilapia brevimanus","TIV"
NA,"Tilapia busumana","TIM"
"Zebra tilapia","Tilapia buttikoferi","TII"
NA,"Tilapia bythobates","TPY"
NA,"Tilapia cabrae","TIR"
NA,"Tilapia cameronensis","TAM"
NA,"Tilapia camerunensis","TJC"
NA,"Tilapia cessiana","TJE"
NA,"Tilapia coffea","TJF"
NA,"Tilapia congica","TJG"
NA,"Tilapia dageti","TJD"
NA,"Tilapia deckerti","TJK"
NA,"Tilapia discolor","TJI"
NA,"Tilapia flava","TJV"
"Otjikoto tilapia","Tilapia guinasana","TJU"
NA,"Tilapia gutturosa","TJT"
NA,"Tilapia imbriferna","TJM"
NA,"Tilapia joka","TJJ"
NA,"Tilapia kottae","TJA"
NA,"Tilapia louka","TJL"
NA,"Tilapia margaritacea","TJR"
"Spotted tilapia","Tilapia mariae","TJP"
NA,"Tilapia nyongana","TJN"
NA,"Tilapia rheophila","TJH"
"Okavango tilapia","Tilapia ruweti","TJW"
NA,"Tilapia snyderae","TJY"
NA,"Tilapia spongotroktis","TJS"
NA,"Tilapia tholloni","TIJ"
NA,"Tilapia thysi","TLH"
NA,"Tilapia walteri","TLW"
NA,"Eclectochromis festivus","EMF"
NA,"Ectodus descampsii","EDD"
NA,"Enantiopus albini","EOB"
NA,"Eretmodus cyanostictus","ETY"
"Threespot torpedo","Exochochromis anagenys","EXA"
NA,"Fossorochromis rostratus","FSR"
NA,"Gephyrochromis lawsi","GFL"
NA,"Gnathochromis permaxillaris","GNX"
NA,"Gobiocichla ethelwynnae","GOW"
NA,"Grammatotria lemairii","GRJ"
NA,"Greenwoodochromis bellcrossi","GWB"
NA,"Guianacara oelemariensis","GUE"
"Argentine humphead","Gymnogeophagus balzanii","GMZ"
NA,"Haplotaxodon microlepis","HXI"
NA,"Hemibates stenosoma","HBS"
NA,"Hemitaeniochromis urotaenia","HJU"
"Giant Haplochromis","Hemitilapia oxyrhyncha","HEX"
NA,"Heros appendiculatus","HRP"
"Rainbow cichlid","Herotilapia multispinosa","HRT"
NA,"Heterochromis multidens","HRI"
NA,"Hoplarchus psittacus","HOJ"
NA,"Hoplotilapia retrodens","HTD"
NA,"Hypselecara coryphaenoides","HSN"
"Moga","Hypsophrys nicaraguensis","HSG"
"Lavender mbuna","Iodotropheus sprengerae","IDP"
NA,"Iranocichla hormuzensis","IRH"
"Dikume","Konia dikume","KOD"
NA,"Krobia guianensis","KOG"
NA,"Laetacara flavilabris","LTV"
NA,"Lepidiolamprologus attenuatus","LIE"
NA,"Lestradea perspicax","LTX"
NA,"Lethrinops albus","LNU"
"Malawi gar","Lichnochromis acuticeps","LNC"
NA,"Limbochromis cavalliensis","LIV"
NA,"Limnochromis abeelei","LNE"
NA,"Macropleurodus bicolor","MLI"
NA,"Maravichromis formosus","MVF"
NA,"Docimodus johnstoni","DMJ"
"Flag cichlid","Mesonauta festivus","MOV"
NA,"Microchromis zebroides","MIZ"
NA,"Microdontochromis rotundiventralis","MHR"
"Ram cichlid","Microgeophagus ramirezi","MFR"
"Myaka","Myaka myaka","MKY"
NA,"Naevochromis chrysogaster","NVC"
NA,"Nanochromis consortus","NCS"
NA,"Neetroplus nematopus","NRN"
NA,"Neolamprologus boulengeri","NRU"
"Fuscotaeniatus","Nimbochromis fuscotaeniatus","NMV"
NA,"Nimbochromis polystigma","DJY"
NA,"Nyassachromis breviceps","NYB"
NA,"Ophthalmotilapia boops","OFB"
NA,"Otopharynx argyrosoma","OFG"
NA,"Oxylapia polli","OXO"
NA,"Paracyprichromis brieni","RCB"
NA,"Paralabidochromis victoriae","RIV"
NA,"Parananochromis caudifasciatus","RNC"
NA,"Paratilapia polleni","RTN"
NA,"Paretroplus damii","RRD"
NA,"Pelmatochromis buettikoferi","ELK"
NA,"Pelvicachromis humilis","EVH"
NA,"Crenicichla johanna","RLJ"
"Ringtail pike cichlid","Crenicichla saxatilis","RLX"
NA,"Crenicichla alta","RLT"
"Pike cichlid","Crenicichla lepidota","RLD"
NA,"Crenicichla lenticulata","RZB"
NA,"Crenicichla lugubris","RZC"
NA,"Perissodus eccentricus","ERI"
NA,"Petenia splendida","ETD"
"Humphead cichlid","Cyphotilapia frontosa","YFF"
NA,"Pharyngochromis darlingi","HNL"
"Deep-water hap","Placidochromis electra","LSR"
"Haplochromis yellow black line","Platygnathochromis melanonotus","LNN"
NA,"Platytaeniodus degeni","TDN"
NA,"Plecodus elaviae","PCV"
NA,"Protomelas annectens","RTS"
NA,"Pseudocrenilabrus nicholsi","UCN"
NA,"Pseudosimochromis curvifrons","USV"
"Pearl cichlid","Geophagus brasiliensis","GFA"
NA,"Geophagus proximus","GFW"
NA,"Geophagus abalios","GHQ"
NA,"Geophagus pellegrini","GHU"
NA,"Geophagus steindachneri","GHV"
NA,"Geophagus spp","GXX"
NA,"Limnotilapia dardennii","LNR"
NA,"Xenochromis hecqui","XEH"
NA,"Petrochromis polyodon","ECY"
NA,"Xenotilapia bathyphila","XTB"
"Jewelfish","Hemichromis bimaculatus","HJB"
"Banded jewelfish","Hemichromis fasciatus","HJF"
"Orange chromide","Etroplus maculatus","ERC"
"Pearlspot","Etroplus suratensis","ETS"
"Oscar","Astronotus ocellatus","TOC"
"Velvety cichlids","Astronotus spp","AST"
NA,"Pungu maclareni","UNM"
NA,"Bathybates ferox","BHX"
NA,"Bathybates minor","IBZ"
NA,"Haplochromis acidens","HCK"
NA,"Haplochromis desfontainii","HID"
NA,"Haplochromis burtoni","HIR"
NA,"Haplochromis nyererei","HRY"
"Mouthbrooding cichlids","Haplochromis spp","CIM"
NA,"Lamprologus callipterus","LLC"
NA,"Lobochilotes labiatus","LHJ"
NA,"Reganochromis calliurus","RRC"
NA,"Retroculus lapidifera","REF"
NA,"Ptychochromis oligacanthus","TCH"
"Green terror","Aequidens rivulatus","AER"
NA,"Aequidens portalegrensis","AQP"
"Blue acara","Aequidens pulchrus","AQU"
NA,"Pterochromis congicus","TCJ"
NA,"Pseudotropheus ater","UDE"
NA,"Pseudotropheus aurora","UDR"
NA,"Pseudotropheus callainos","UDL"
"Elongate mbuna","Pseudotropheus elongatus","UDO"
NA,"Pseudotropheus tropheops","UFF"
"Zebra mbuna","Pseudotropheus zebra","UFZ"
NA,"Petrotilapia genalutea","EIG"
"Golden mbuna","Melanochromis auratus","MJT"
"Bluegray mbuna","Melanochromis johannii","MJH"
"Blue streak hap","Labidochromis caeruleus","LHE"
"Blue mbuna","Labeotropheus fuelleborni","LFE"
NA,"Genyochromis mento","GCN"
NA,"Cyathochromis obliquidens","YAO"
"Blue discus","Symphysodon aequifasciata","YMQ"
NA,"Pterophyllum altum","TFU"
"Threadfin acara","Acarichthys heckelii","AIK"
NA,"Acaronia vultuosa","AAV"
NA,"Astatoreochromis alluaudi","RCJ"
NA,"Tylochromis aristoma","TMI"
NA,"Tyrannochromis macrostoma","TME"
"Sharphead eartheater","Satanoperca acuticeps","TPP"
NA,"Schubotzia eduardiana","SZD"
NA,"Schwetzochromis neodon","SWN"
"Electric blue hap","Sciaenochromis ahli","SJI"
"Canary kurper","Chetia flaviventris","HTV"
NA,"Julidochromis dickfeldi","JUD"
NA,"Tramitichromis brevis","TMV"
NA,"Trematocara caparti","TMC"
NA,"Trematochromis schreyeni","TMS"
NA,"Trematocranus labifer","TML"
NA,"Triglachromis otostigma","TCM"
NA,"Tristramella sacra","TMR"
NA,"Tropheus annectens","TFN"
"Uaru","Uaru amphiacanthoides","UAA"
"Thinface cichlid","Serranochromis angusticeps","RKA"
"Yellow-belly bream","Serranochromis robustus","YBB"
"Chessboard cichlid","Crenicara filamentosa","RRI"
NA,"Simochromis babaulti","ICT"
NA,"Spathodus erythrodon","TDY"
"Lionhead cichlid","Steatocranus casuarius","TSS"
NA,"Stigmatochromis modestus","TGO"
"Nsess","Stomatepia mariae","TMM"
NA,"Taeniacara candidi","TCD"
NA,"Taeniochromis holotaenia","TAH"
NA,"Taeniolethrinops cyrtonotus","TIY"
NA,"Tahuantinsuyoa macantzatza","TAZ"
NA,"Tangachromis dhanisi","TAD"
"Spotfin goby cichlid","Tanganicodus irsacae","TAJ"
NA,"Teleogramma brichardi","TLC"
NA,"Telmatochromis bifrenatus","TLF"
NA,"Telotrematocara macrostoma","TLT"
NA,"Thysochromis annectens","YCN"
"Goldeneye cichlid","Nannacara anomala","NCN"
NA,"Apistogramma agassizii","ARZ"
NA,"Apistogramma trifasciata","GAF"
NA,"Rhamphochromis brevis","RFB"
NA,"Rhamphochromis longiceps","DJZ"
"Platinum acara","Andinoacara latifrons","UFV"
"Turquoise cichlid","Kronoheros umbriferus","KRD"
"Redbreast tilapia","Coptodon rendalli","TLR"
"Cichlids nei","Cichlidae","CIX"
"Australian lungfish","Neoceratodus forsteri","CNF"
"South American lungfish","Lepidosiren paradoxa","LLP"
NA,"Polypterus endlicheri","PPD"
NA,"Polypterus senegalus","PPV"
"Reedfish","Erpetoichthys calabaricus","PEC"
"Marbled lungfish","Protopterus aethiopicus","PPB"
"West African lungfish","Protopterus annectens","PPG"
"African lungfishes","Protopterus spp","FLU"
"Bowfin","Amia calva","AAC"
"Longnose gar","Lepisosteus osseus","LLO"
"Florida gar","Lepisosteus platyrhincus","LFV"
"Shortnose gar","Lepisosteus platostomus","LVQ"
"Spotted gar","Lepisosteus oculatus","LVT"
"Cuban gar","Atractosteus tristoechus","LET"
"Alligator gar","Atractosteus spatula","LLS"
"Tropical gar","Atractosteus tropicus","JTP"
NA,"Atractosteus spp","LKX"
"Gars nei","Lepisosteidae","LXS"
NA,"Sundasalanx malleti","SUX"
"Lake Tanganyika sprat","Stolothrissa tanganicae","SIA"
"Amazon spinejaw sprat","Rhinosardinia amazonica","RIA"
"Losera fangtooth pellonuline","Odaxothrissa losera","OXL"
"Smalltoothed pellonula","Pellonula leonensis","PLO"
"Bigtoothed pellonula","Pellonula vorax","OZY"
"Borneo River sprat","Clupeoides borneensis","CUO"
"Ganges River sprat","Corica soborna","CLK"
"Ansorge fangtooth pellonuline","Cynothrissa ansorgii","CUY"
"Nigerian fangtooth pellonuline","Cynothrissa mento","CUM"
"Lake Tanganyika sardine","Limnothrissa miodon","LTM"
"Australian freshwater herring","Potamalosa richmondia","PCD"
"Sanaga pygmy herring","Thrattidion noctivagus","THN"
"West African pygmy herring","Sierrathrissa leonensis","SRL"
"Royal sprat","Microthrissa royauxi","MCX"
"Sharpnosed sawtooth pellonul.","Potamothrissa acutirostris","PTU"
"Lake Mweru sprat","Poecilothrissa moeruensis","PCM"
"Lake Tumba dwarf sprat","Nannothrissa parva","CNR"
"Thai river sprat","Clupeichthys aesarnensis","CUR"
"Sumatran river sprat","Clupeichthys goniognathus","CVU"
"Smoothbelly pellonuline","Congothrissa gossei","CGS"
"Madagascar round herring","Sauvagella madagascariensis","SUM"
"Dagaas (=Kapenta)","Stolothrissa, Limnothrissa spp","DAG"
"Rio Negro pygmy anchovy","Amazonsprattus scintilla","EAS"
"Jurua anchovy","Jurengraulis juruensis","EJJ"
"Allen's anchovy","Anchoviella alleni","EVA"
"Guyana anchovy","Anchoviella guianensis","EVG"
"James's anchovy","Anchoviella jamesi","EVJ"
"Natterer's anchovy","Anchoviella nattereri","EVT"
"Vaillant's anchovy","Anchoviella vaillanti","EVV"
"Anchoviellas nei","Anchoviella spp","EVK"
"Yangtse grenadier anchovy","Coilia brachygnathus","ECB"
"Gangetic hairfin anchovy","Setipinna phasa","ESP"
"Fly River thryssa","Thryssa rastrosa","EYG"
NA,"Denticeps clupeoides","CDC"
"Naked shellear","Cromeria nilotica","KCN"
NA,"Grasseichthys gabonensis","KGA"
"Airbreathing shellear","Kneria auriculata","KKA"
NA,"Parakneria abbreviata","KPA"
"Hingemouth","Phractolaemus ansorgii","GPH"
"Alaska blackfish","Dallia pectoralis","DAP"
"Olympic mudminnow","Novumbra hubbsi","NVH"
"Mudminnow","Umbra krameri","UMK"
"Northern pike","Esox lucius","FPI"
"Redfin pickerel","Esox americanus","EXI"
"Amur pike","Esox reichertii","AMU"
NA,"Esox masquinongy","FBN"
NA,"Esox niger","FBV"
"Arapaima","Arapaima gigas","ARP"
"Arawana","Osteoglossum bicirrhosum","OOB"
"Australian bonytongue","Scleropages jardinii","OSJ"
"Asian bonytongue","Scleropages formosus","OHB"
"African bonytongue","Heterotis niloticus","HTN"
"Clown knifefish","Chitala chitala","NCC"
"Giant featherback","Chitala lopis","NCG"
"Indochina featherback","Chitala blanci","NCW"
"Clown featherback","Chitala ornata","NQV"
"Bronze featherback","Notopterus notopterus","ONN"
"Knifefishes","Notopterus spp","FKN"
"Reticulate knifefish","Papyrocranus afer","ONP"
"African knifefish","Xenomystus nigri","ONX"
"Mooneye","Hiodon tergisus","OHA"
"Freshwater butterflyfish","Pantodon buchholzi","OPB"
NA,"Boulengeromyrus knoepffleri","OMB"
NA,"Brienomyrus brachyistius","OBB"
NA,"Campylomormyrus elephas","OMC"
NA,"Genyomyrus donnyi","OMG"
"Elephantnose fish","Gnathonemus petersii","OMH"
NA,"Heteromormyrus pauciradiatus","OMY"
"Zambesi parrotfish","Hippopotamyrus discorhynchus","OMP"
NA,"Hyperopisus bebe","OMU"
NA,"Isichthys henryi","OMI"
NA,"Ivindomyrus opdenboschi","OMV"
NA,"Marcusenius abadii","OMR"
"Bulldog","Marcusenius macrolepidotus","OMA"
NA,"Mormyrus rume","OMO"
"Eastern bottlenose mormyrid","Mormyrus longirostris","DMN"
"Bottlenose fishes nei","Mormyrus spp","MZU"
"Ghost stonebasher","Paramormyrops jacksoni","OMJ"
"Churchill","Petrocephalus catostoma","OME"
NA,"Pollimyrus isidori","OMD"
NA,"Stomatorhinus ater","OMT"
"Zambesi parrotfish","Cyphomyrus discorhynchus","DLO"
"Cornish jack","Mormyrops anguilloides","DML"
"Elephantsnout fishes nei","Mormyridae","OEY"
"Aba","Gymnarchus niloticus","OGN"
NA,"Ammocryptocharax elegans","AXE"
NA,"Acnodon normani","ACI"
NA,"Aphyocharacidium melandetum","AUM"
"Calypso tetra","Hyphessobrycon axelrodi","HSX"
"Black neon tetra","Hyphessobrycon herbertaxelrodi","HSH"
"Banded astyanax","Astyanax fasciatus","AXF"
"Twospot astyanax","Astyanax bimaculatus","ZYB"
"Astyanax nei","Astyanax spp","VXX"
NA,"Axelrodia riesei","AXI"
NA,"Brycon atrocaudatus","BOO"
NA,"Brycon amazonicus","BZH"
NA,"Brycon cephalus","BNC"
NA,"Brycon devillei","BND"
NA,"Brycon erythropterum","BNY"
NA,"Brycon falcatus","BNL"
NA,"Brycon hilarii","BXN"
NA,"Brycon lundii","BNU"
NA,"Brycon melanopterus","BNM"
"Machaca","Brycon guatemalensis","BNV"
NA,"Brycon nattereri","BNN"
NA,"Brycon orbignyanus","BNO"
"Mourning tetra","Brycon pesu","BNP"
NA,"Brycon dentex","BVD"
"Dorada","Brycon moorei","BCM"
"Tiete tetra","Brycon insignis","BZI"
NA,"Brycon sinuensis","VTB"
NA,"Brycon spp","BXH"
"Cochu's blue tetra","Boehlkea fredcochui","BOK"
NA,"Hemigrammus rodwayi","HGR"
"Featherfin tetra","Hemigrammus unilineatus","HGU"
"Buenos Aires tetra","Hemigrammus caudovittatus","HGC"
"Tetra nei","Hemigrammus spp","HZH"
NA,"Myleus pacu","MSU"
NA,"Mylossoma acanthogaster","MLH"
NA,"Mylossoma aureum","MLU"
"Silver mylossoma","Mylossoma duriventre","MLD"
NA,"Mylossoma albiscopum","DKM"
"Dorado","Salminus brasiliensis","SXU"
NA,"Salminus hilarii","SXG"
NA,"Salminus affinis","JSF"
NA,"Bryconamericus beta","BMB"
"Red piranha","Pygocentrus nattereri","PYE"
"San Francisco piranha","Pygocentrus piraya","PYY"
"Black spot piranha","Pygocentrus cariba","QYG"
"White piranha","Serrasalmus brandti","SRD"
"Slender piranha","Serrasalmus elongatus","SRU"
"Redeye piranha","Serrasalmus rhombeus","SRM"
"Speckled piranha","Serrasalmus spilopleura","SSS"
"Piranhas nei","Serrasalmus spp","RRX"
NA,"Cynopotamus argenteus","CMT"
NA,"Cynopotamus atratoensis","BXZ"
NA,"Cynopotamus magdalenae","BZA"
"Blackedge tetra","Tyttocharax madeirae","TYM"
"Flametail tetra","Aphyocharax erythrurus","AXY"
"Cachama","Colossoma macropomum","CSM"
"Lobetoothed piranha","Pygopristis denticulata","PYU"
"Orangefin tetra","Bryconops affinis","BNA"
NA,"Carlastyanax aurocaudatus","CXA"
"Wimple piranha","Catoprion mento","PNN"
NA,"Chalceus erythrurus","CEY"
"Pinktail chalceus","Chalceus macrolepidotus","DCW"
"Darter characin","Characidium fasciatum","CDF"
NA,"Charax condei","CXC"
"Bucktooth tetra","Exodon paradoxus","EXX"
NA,"Cheirodon pisciculus","CDU"
"Goldstripe characin","Creagrutus beni","CGB"
"Swordtail characin","Corynopoma riisei","CMI"
"Black tetra","Gymnocorymbus ternetzi","GYT"
"Pirapatinga","Piaractus brachypomus","CSD"
"Pacu","Piaractus mesopotamicus","CSO"
"Patinga, hybrid","P. mesopotamicus x P. brachypomus","TXB"
"Silver tetra","Ctenobrycon spilurus","CBU"
"Sailfin tetra","Crenuchus spilurus","CNL"
NA,"Diapoma speculiferum","DIF"
NA,"Elachocharax geryi","EXG"
NA,"Gilbertolus alatus","GIU"
NA,"Gnathocharax steindachneri","GXS"
"Naked characin","Gymnocharacinus bergii","GYE"
"Copper tetra","Hasemania melanura","HSM"
NA,"Hemibrycon dentatus","HBD"
NA,"Holoshesthes pequira","HSP"
NA,"Iguanodectes spilurus","IGS"
"Royal tetra","Inpaichthys kerri","INK"
NA,"Klausewitzia ritae","KLR"
NA,"Knodus heteresthes","KNH"
NA,"Leptocharacidium omospilus","LPO"
NA,"Melanocharacidium blennioides","MEB"
"Silver dollar","Metynnis argenteus","MEY"
NA,"Metynnis lippincottianus","JXM"
NA,"Microcharacidium eleotrioides","MIE"
"Croaking tetra","Mimagoniates inequalis","MII"
NA,"Moenkhausia intermedia","MKI"
NA,"Moojenichthys myersi","MJM"
"Rainbow tetra","Nematobrycon lacortei","NET"
NA,"Odontocharacidium aphanes","ODA"
NA,"Odontostilbe gracilis","ODG"
NA,"Oligosarcus hepsetus","OLH"
"Cardinal tetra","Paracheirodon axelrodi","PDX"
"Neon tetra","Paracheirodon innesi","PDI"
NA,"Paragoniates alburnus","PGU"
"False rummynose tetra","Petitella georgiae","PEG"
NA,"Phenagoniates macrolepis","PGL"
NA,"Piabucus dentatus","PID"
"Black morpho tetra","Poecilocharax weitzmani","POW"
NA,"Poptella brevispina","POV"
"Glass bloodfin","Prionobrama filigera","PMF"
"X-ray tetra","Pristella maxillaris","PTX"
"Dragonfin tetra","Pseudocorynopoma doriae","PYR"
NA,"Rhoadsia altipinna","RON"
NA,"Roeboexodon guyanensis","RXG"
NA,"Roeboides caucae","REU"
NA,"Saccoderma melanostigma","SMS"
"Blind tetra","Stygichthys typhlops","STY"
NA,"Tetragonopterus argenteus","TEA"
"Blackline penguinfish","Thayeria boehlkei","TYB"
NA,"Triportheus angulatus","TPU"
NA,"Triportheus magdalenae","VSF"
NA,"Xenagoniates bondi","XEB"
"Characins nei","Characidae","CHA"
"Tambacu, hybrid","P. mesopotamicus x C. macropomum","TXY"
"Tambatinga, hybrid","C. macropomum x P. brachypomus","TXZ"
"Blackwing hatchetfish","Carnegiella marthae","GCM"
"Giant hatchetfish","Thoracocharax securis","GTS"
"Silver hatchetfish","Gasteropelecus levis","GGL"
NA,"Boulengerella cuvieri","BOV"
"Spotted pike-characin","Boulengerella maculata","BXS"
NA,"Ctenolucius beani","CNB"
NA,"Leporellus vittatus","LPU"
NA,"Anostomoides laticeps","OIA"
NA,"Caenotropus labyrinthicus","CNH"
NA,"Chilodus fritillus","COF"
NA,"Laemolyta taeniata","LMN"
NA,"Abramites eques","ABQ"
"Banded leporinus","Leporinus fasciatus","LPC"
"Threespot leporinus","Leporinus friderici","LPD"
NA,"Leporinus granti","LPR"
NA,"Leporinus obtusidens","LPB"
NA,"Leporinus macrocephalus","LWU"
NA,"Leporinus elongatus","LWW"
NA,"Leporinus agassizii","KLZ"
NA,"Leporinus klausewitzi","KQW"
NA,"Leporinus subniger","KSA"
NA,"Leporinus wolfei","KSG"
NA,"Leporinus spp","LXZ"
NA,"Schizodon corti","SZO"
NA,"Schizodon fasciatus","SZF"
NA,"Schizodon scotorhabdotus","JSK"
NA,"Schizodon spp","SXZ"
"Threespot headstander","Pseudanos trimaculatus","PDT"
NA,"Megaleporinus muyscorum","KJM"
NA,"Rhytiodus argenteofuscus","RYA"
