"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
3090,169146,"nep.fu.11","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 11 (West of Scotland, North Minch)",136586,"nep-11",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.17",NA,"2021-11-11T15:15:46.09+01:00"
3091,169147,"nep.fu.12","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 12 (West of Scotland, South Minch)",136587,"nep-12",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.22",NA,"2021-11-11T15:16:30.227+01:00"
3092,169148,"nep.fu.13","Norway lobster (Nephrops norvegicus) in Division 6.a, Functional Unit 13 (West of Scotland, the Firth of Clyde and Sound of Jura)",136588,"nep-13",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.21",NA,"2021-11-11T15:17:10.993+01:00"
3093,169129,"hom.27.9a","Horse mackerel (Trachurus trachurus) in Division 9.a (Atlantic Iberian waters)",136567,"hom-soth",2022,"Trachurus trachurus","Horse mackerel","Bay of Biscay and the Iberian Coast Ecoregion","WGHANSA","Working Group on Southern Horse Mackerel, Anchovy, and Sardine","ADGHANSA","Advice Drafting Grouy on Southern horse mackerel, anchovy, sardine","1",2022,1,2023,"Age-structured model (AMISH)",NA,"MSY","Catches","not used","NA","pelagic piscivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",17340,"2022-09-30T13:12:18.803+01:00"
3177,169271,"sol.27.8c9a","Sole (Solea solea) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters)",136711,"sol-8c9a",2022,"Solea solea","Sole","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","3",2021,2,2023,"no assessment",NA,"MSY","Catches","Not used","Yes in year(s) 2012, 2017","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.35",NA,"2021-10-29T11:50:36.19+01:00"
3094,169078,"cod.27.7e-k","Cod (Gadus morhua) in divisions 7.e-k (eastern English Channel and southern Celtic Seas)",136511,"cod-7e-k",2022,"Gadus morhua","Cod","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Age-based stochastic analytical assessment (SAM)",NA,"MSY","Catches","not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.5",17272,"2022-10-05T08:06:43.593+01:00"
3095,169186,"ple.27.7d","Plaice (Pleuronectes platessa) in Division 7.d (eastern English Channel)",136625,"ple-eche",2022,"Pleuronectes platessa","Plaice","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2022,1,2023,"Age-structured model (Aarts and Poos)",NA,"MSY","Catches","Assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.23",17357,"2022-06-30T08:44:10.423+01:00"
3096,169197,"raj.27.1012","Rays and skates (Rajidae) (mainly thornback ray (Raja clavata)) in subareas 10 and 12 (Azores grounds and north of Azores)",136638,"raj-mar",2022,"Rajidae","Rays and skates","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2021,2,2023,"Survey trends-based assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2019","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.31",NA,"2021-10-15T12:52:38.307+01:00"
3097,169258,"sbr.27.10","Blackspot seabream (Pagellus bogaraveo) in Subarea 10 (Azores grounds)",136696,"sbr-x",2022,"Pagellus bogaraveo","Blackspot seabream","Azores Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,1,2023,"Survey-trends based assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2019","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.39",17313,"2022-09-30T12:59:20.577+01:00"
3098,169259,"sck.27.nea","Kitefin shark (Dalatias licha) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136697,"sck-nea",2022,"Dalatias licha","Kitefin shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Elasmobranch","na",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.40",NA,"2019-10-17T10:17:31.487+01:00"
3099,169048,"alf.27.nea","Alfonsinos (Beryx spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136482,"alf-comb",2022,"Beryx","Alfonsinos","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.2",2022,2,2024,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2012, 2018, 2021","pelagic piscivore","Demersal","medium benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.2",17301,"2022-09-30T12:50:29.847+01:00"
3100,169095,"ele.2737.nea","European eel (Anguilla anguilla) throughout its natural range",136527,"ele-nea",2022,"Anguilla anguilla","Eel","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Baltic Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEEL","Joint EIFAAC/ICES/GFCM Working Group on Eels","ADGEEL","Eel Advice Drafting GRoup","3.14",2021,1,2022,"Trends-based assessment",NA,"PA","No directed fisheries","Not used","No","demersal benthivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.13",NA,"2021-11-11T11:41:40.003+01:00"
3101,169242,"sal.27.32","Salmon (Salmo salar) in Subdivision 32 (Gulf of Finland)",136679,"sal-32",2022,"Salmo salar","Salmon","Baltic Sea Ecoregion","WGBAST","Assessment Working Group on Baltic Salmon and Trout","RG/ADGSalmon","Salmon Review and Advice Drafting Group","3",2021,1,2022,"Qualitative assessment based on monitored parr densities and expert judgement.",NA,"PA","Catches","Topped up","No","pelagic piscivore","Pelagic","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","8.3.16",NA,"2021-12-10T11:13:59.86+01:00"
3102,169085,"cod.27.7a","Cod (Gadus morhua) in Division 7.a (Irish Sea)",136518,"cod-iris",2022,"Gadus morhua","Cod","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3",2022,1,2023,"Survey trends",NA,"PA","Catches","Advice","No","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.4",17368,"2022-10-05T08:02:56.293+01:00"
3103,169122,"her.27.nirs","Herring (Clupea harengus) in Division 7.a North of 52°30’N (Irish Sea)",136559,"her-nirs",2022,"Clupea harengus","Herring","Celtic Seas Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Age-based analytical assessment (FLSAM), uses catches in the model and in the forecast",NA,"MSY","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.18",17308,"2022-06-30T08:37:31.6+01:00"
3104,169113,"had.27.7a","Haddock (Melanogrammus aeglefinus) in Division 7.a (Irish Sea)",136544,"had-iris",2022,"Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (ASAP)",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.23",17270,"2022-10-05T08:03:16.637+01:00"
3105,169165,"nep.fu.3-4","Norway lobster (Nephrops norvegicus) in Division 3.a, Functional units 3 and 4 (Skagerrak and Kattegat)",136605,"nep-3-4",2022,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"FMSY Ranges","Catches","assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.17",NA,"2021-10-26T13:07:45.26+01:00"
3106,169178,"pra.27.4a","Northern shrimp (Pandalus borealis) in Division 4.a West (northern North Sea, Fladen Ground)",136616,"pan-flad",2022,"Pandalus borealis","Northern shrimp","Greater North Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPAND","Pandalus Advice Drafting Group","6.3",2021,2,2023,"no assessment",NA,"PA","No directed fisheries","Not used","No","crustacean","Crustacean","shrimp",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.30",NA,"2021-12-02T12:52:36.303+01:00"
3107,169179,"pra.27.3a4a","Northern shrimp (Pandalus borealis) in divisions 3.a and 4.a East (Skagerrak and Kattegat and northern North Sea in the Norwegian Deep)",136617,"pan-sknd",2022,"Pandalus borealis","Northern shrimp","Greater North Sea Ecoregion","NIPAG","Joint NAFO/ICES Pandalus Assessment Working Group","ADGPANDSKND","Advice Drafting Group on Pandalus in Divisions IIIa and IVa East","1",2022,1,2023,"Quarterly length-based analytical assessment (Stock Synthesis 3) uses catch in model and forecast",NA,"MSY","Catches","assessment","NA","crustacean","Crustacean","shrimp",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.31",16953,"2022-10-05T08:10:28.307+01:00"
3194,169309,"wit.27.3a47d","Witch (Glyptocephalus cynoglossus) in Subarea 4 and divisions 3.a and 7.d (North Sea, Skagerrak and Kattegat, eastern English Channel)",136745,"wit-nsea",2022,"Glyptocephalus cynoglossus","Witch","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2022,1,2023,"Age-structured model (SAM) that uses landings in the model and the forecast",NA,"MSY","Catches","Topped up","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.57",17059,"2022-06-30T08:48:11.903+01:00"
3113,169070,"bss.27.8ab","Seabass (Dicentrarchus labrax) in divisions 8.a-b (northern and central Bay of Biscay)",137167,"bss-8ab",2022,"Dicentrarchus labrax","Seabass","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2022,1,2023,"Age- and length-based analytical assessment (Stock Synthesis 3, NOAA toolbox)",NA,"MP","Catches","yes (modelled)","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.5",17196,"2022-07-14T22:59:25.427+01:00"
3114,169071,"bss.27.8c9a","Seabass (Dicentrarchus labrax) in divisions 8.c and 9.a (southern Bay of Biscay and Atlantic Iberian waters)",137168,"bss-8c9a",2022,"Dicentrarchus labrax","Seabass","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2021,2,2023,"no assessment",NA,"PA","Catches","not used","Yes in year(s) 2013, 2017, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.13",NA,"2021-10-29T10:58:02.473+01:00"
3115,169072,"bss.27.6a7bj","Seabass (Dicentrarchus labrax) in divisions 6.a, 7.b, and 7.j (West of Scotland,  West of Ireland, eastern part of southwest of Ireland)",137169,"bss-wosi",2022,"Dicentrarchus labrax","Seabass","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2020,3,2023,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2017, 2020","demersal piscivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.6",NA,"2021-11-17T10:54:15.523+01:00"
3116,169069,"bss.27.4bc7ad-h","Seabass (Dicentrarchus labrax) in Divisions 4.b-c, 7.a, and 7.d-h (central and southern North Sea, Irish Sea, English Channel, Bristol Channel, and Celtic Sea)",137170,"bss-47",2022,"Dicentrarchus labrax","Seabass","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1.2",2022,1,2023,"Age- and length-structured model (SS3), uses landings in the model and in the forecast",NA,"MSY","Catches","included","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.7",17381,"2022-10-05T08:06:19.13+01:00"
3117,169272,"sol.27.8ab","Sole (Solea solea) in divisions 8.a-b (northern and central Bay of Biscay)",136712,"sol-bisc",2022,"Solea solea","Sole","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2022,1,2023,"Age-based analytical assessment (FLXSA) that uses landings in the model; discards are then included to calculate a catch forecast.",NA,"MP","Catches","Not used in assessment; used for forecast","NA","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.36",17245,"2022-10-06T09:40:21.547+01:00"
3184,169077,"cod.27.47d20","Cod (Gadus morhua) in Subarea 4, Division 7.d, and Subdivision 20 (North Sea, eastern English Channel, Skagerrak)",136510,"cod-347d",2022,"Gadus morhua","Cod","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","1",2022,1,2023,"Age-structured model (SAM)",NA,"MSY","Catches","","NA","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.3",16999,"2022-06-30T08:40:02.413+01:00"
3192,169119,"her.27.3a47d","Herring (Clupea harengus) in Subarea 4 and divisions 3.a and 7.d, autumn spawners (North Sea, Skagerrak and Kattegat, eastern English Channel)",136556,"her-47d3",2022,"Clupea harengus","Herring","Greater North Sea Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (SAM)",NA,"MSY","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","6.3.10",17286,"2022-06-30T08:33:04.073+01:00"
3120,169138,"lez.27.4a6a","Megrim (Lepidorhombus spp.) in divisions 4.a and 6.a (northern North Sea, West of Scotland)",136577,"meg-4a6a",2022,"Lepidorhombus","Megrim","Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2022,1,2023,"Bayesian state–space biomass dynamic model that uses catches in the model and in the forecast.",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",17324,"2022-10-05T08:03:55.397+01:00"
3179,169139,"lez.27.6b","Megrim (Lepidorhombus spp.) in Division 6.b (Rockall)",136578,"meg-rock",2022,"Lepidorhombus","Megrim","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","2.11",2021,1,2022,"Surplus Production model in Continuous Tim",NA,"MSY","Catches","","NA","demersal piscivore","Benthic","medium bathydemersal",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.10",NA,"2022-05-13T11:32:30.957+01:00"
3176,169279,"spr.27.22-32","Sprat (Sprattus sprattus) in Subdivisions 22-32 (Baltic Sea)",136719,"spr-2232",2022,"Sprattus sprattus","Sprat","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2022,1,2023,"Age-structured model (XSA), catches in model and forecast",NA,"FMSY Ranges","Catches","Not used","NA","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00","",16975,"2022-06-02T14:03:44.173+01:00"
3187,169094,"dgs.27.nea","Spurdog (Squalus acanthias) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136526,"dgs-nea",2022,"Squalus acanthias","Spurdog","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","1.2",2022,2,2024,"Age-length and sex-structured model",NA,"MSY","Catches","Discards estimates included from 2005 onwards. All discards are assumed to die.","NA","demersal piscivore","Elasmobranch","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.12",17491,"2022-10-10T10:42:57.053+01:00"
3121,169068,"bsk.27.nea","Basking shark (Cetorhinus maximus) in Subareas 1-10, 12 and 14 (Northeast Atlantic and adjacent waters)",136504,"bsk-nea",2022,"Cetorhinus maximus","Basking shark","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2019,4,2023,"no assessment",NA,"PA","No directed fisheries","not used","No","pelagic planktivore","Elasmobranch","large sharks",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.17",NA,"2020-06-23T12:07:17.117+01:00"
3122,169103,"ghl.27.1-2","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)",136532,"ghl-arct",2022,"Reinhardtius hippoglossoides","Greenland halibut","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2021,2,2023,"Age- and length-structured model (Gadget)",NA,"PA","Catches","not used","NA","pelagic piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.5",NA,"2022-10-05T09:28:19.727+01:00"
3123,169053,"anf.27.1-2","Anglerfish (Lophius budegassa, Lophius piscatorius) in subareas 1 and 2 (Northeast Arctic)",137435,"ang-arct",2022,"Lophius budegassa, Lophius piscatorius","Anglerfish","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group",NA,NA,"4",NA,NA,NA,"",NA,"No advice",NA,NA,"No","demersal piscivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.1",NA,"2022-03-31T09:56:35.89+01:00"
3124,169292,"tsu.27.nea","Roughsnout grenadier (Trachyrincus scabrus) in subareas 1-2, 4-8, 10, 12, 14 and Division 3a (Northeast Atlantic and Arctic Ocean)",151510,"tsu-nea",2022,"Trachyrincus scabrus","Roughsnout grenadier","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2020,5,2025,"no assessment",NA,"PA","No directed fisheries","Not used","No","na","Demersal","na",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.42",NA,"2022-09-30T12:43:48.057+01:00"
3125,169062,"bli.27.5b67","Blue ling (Molva dypterygia) in subareas 6-7 and Division 5.b (Celtic Seas and Faroes grounds)",136493,"bli-5b67",2022,"Molva dypterygia","Blue ling","Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2022,2,2024,"Age-structured model (MYCC), multi-year catch curves fitted to age composition and total catch in order to estimate annual total mortality (Z)",NA,"MSY","Catches","not used","NA","demersal piscivore","Demersal","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.8",17134,"2022-09-30T12:54:09.607+01:00"
3126,169301,"whb.27.1-91214","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",136737,"whb-comb",2022,"Micromesistius poutassou","Blue whiting","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGWIDE","Working Group on Widely Distributed Stocks","ADGWIDE","Advice Drafting Group for Widely Distributed Stocks","1",2022,1,2023,"Age-structured model (SAM)",NA,"MP","Catches","","NA","pelagic planktivore","Pelagic","medium bathypelagic",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.45",17597,"2022-09-30T13:08:58.143+01:00"
3201,169056,"mon.27.8c9a","White anglerfish (Lophius piscatorius) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters)",136488,"anp-8c9a",2022,"Lophius piscatorius","White anglerfish","Bay of Biscay and the Iberian Coast Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","1",2022,1,2023,"Length-based analytical assessment model (Stock Synthesis)",NA,"MP","Catches","used","NA","demersal piscivore","Benthic","large bathydemersal",TRUE,"2022-11-01T12:32:17.67+01:00","7.3.4",17235,"2022-07-14T22:50:27.177+01:00"
3127,169082,"cod.27.5b1","Cod (Gadus morhua) in Subdivision 5.b.1 (Faroe Plateau)",136516,"cod-farp",2022,"Gadus morhua","Cod","Faroes Ecoregion","NWWG","North-Western Working Group","ADGICAPFS","Advice Drafting Group on Icelandic capelin and Faroese fish stocks","1.7",2021,1,2022,"SAM",NA,"MSY","Fishing mortality","not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","4.3.1",NA,"2021-12-06T09:44:51.86+01:00"
3128,169150,"nep.fu.15","Norway lobster (Nephrops norvegicus) in Division 7.a, Functional Unit 15 (Irish Sea, West)",136590,"nep-15",2022,"Nephrops norvegicus","Norway lobster","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","1",2021,1,2022,"Analytical model, underwater TV survey combined with yield-per-recruit analysis from length data",NA,"MSY","Catches","Assessment","NA","crustacean","Crustacean","crustacean",TRUE,"2022-11-01T12:32:17.67+01:00","5.3.26",NA,"2021-11-11T15:18:33.29+01:00"
3129,169293,"tur.27.22-32","Turbot (Scophthalmus maximus) in Subdivisions 22-32 (Baltic Sea)",136730,"tur-2232",2022,"Scophthalmus maximus","Turbot","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2021,3,2024,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","Yes in year(s) 2012, 2017","demersal piscivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",NA,"2021-11-17T09:58:20.14+01:00"
3130,169092,"dab.27.22-32","Dab (Limanda limanda) in subdivisions 22-32 (Baltic Sea)",136524,"dab-2232",2022,"Limanda limanda","Dab","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3.2",2020,3,2023,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","8.3.4",NA,"2022-06-02T13:45:49.713+01:00"
